"med","lower","upper","Region","Season","direction","variable"
0.0886892997035909,-0.634734228975753,0.861154397771399,"west","spr","positive","b.upP"
0.224782025889529,-0.248202480791276,1.1342629590593,"west","spr","positive","b.up1"
-0.00400453152864266,-0.84398283198076,0.733137851528703,"west","spr","negative","b.AOIP"
-0.00676006218009643,-0.805424275307384,0.534516554124446,"west","spr","negative","b.AOI1"
0.0230647377418951,-0.45814124268704,0.678387091120033,"west","spr","positive","b.vwndP"
-0.0304636027120378,-0.525574247895783,0.359284749164089,"west","spr","negative","b.vwnd1"
0.403854437628372,-0.105640589374376,1.09058482704818,"west","spr","positive","b.npgoP"
1.25462455010872,0.47791040294376,2.02718880830062,"west","spr","positive","b.npgo1"
0.0194919386546268,-0.741780716802944,0.660090012374421,"west","sum","positive","b.upP"
0.498113656032795,-0.18958833692945,1.3971079356753,"west","sum","positive","b.up1"
-0.242433492919513,-0.794057174751929,0.128019789935188,"west","sum","negative","b.AOIP"
-0.280502878212993,-0.878958109079056,0.12292939096733,"west","sum","negative","b.AOI1"
0.258388875284733,-0.48902709062244,2.25855303205731,"west","sum","positive","b.vwndP"
0.114756704371529,-0.366909914211199,0.877522116394654,"west","sum","positive","b.vwnd1"
0.48423128569142,0.0408101113410327,0.931333226731987,"west","sum","positive","b.npgoP"
0.317584634947179,-0.115040060083898,0.918665654432641,"west","sum","positive","b.npgo1"
0.237576068306068,-0.678201464008082,2.05378012008193,"west","fall","positive","b.upP"
-0.0193768786373037,-0.982953824387318,0.732856839577421,"west","fall","negative","b.up1"
0.0969489788395768,-0.858154883447617,1.78609482779271,"west","fall","positive","b.AOIP"
0.835285270906548,-0.121958286094009,2.15086084075805,"west","fall","positive","b.AOI1"
-0.0279181505255328,-0.585449562432405,0.374309176766514,"west","fall","negative","b.vwndP"
-0.057685215665608,-0.479631558100194,0.231967895385031,"west","fall","negative","b.vwnd1"
0.272880482195504,-0.454696700896831,1.23856780705468,"west","fall","positive","b.npgoP"
1.27168693402352,0.226035791392514,2.19852994221983,"west","fall","positive","b.npgo1"
0.156477627515616,-0.42979949264589,0.871543692238373,"west","win","positive","b.upP"
0.298508227510204,-0.123784928862461,0.896523015240604,"west","win","positive","b.up1"
0.397896367060788,-0.792927387321538,2.73848308429919,"west","win","positive","b.AOIP"
0.130530483316367,-0.417230326523376,1.10813903641191,"west","win","positive","b.AOI1"
-0.0362440579637544,-0.863489220212,0.577465152711481,"west","win","negative","b.vwndP"
-0.0474110498557814,-0.518932160336157,0.375897862434427,"west","win","negative","b.vwnd1"
0.218715943510286,-0.284112845466216,1.01273494627352,"west","win","positive","b.npgoP"
0.886128185764672,0.00732916382944727,1.91519578129699,"west","win","positive","b.npgo1"
-0.0117943684537163,-0.350822121676697,0.301737722445583,"west","win","negative","b.mass1"
-0.136005088421511,-0.66242002600387,0.173604126050521,"west","win","negative","b.mass1M"
-0.154026598071259,-0.909678967961325,0.287158647668293,"west","win","negative","b.massP"
-0.259901639786669,-0.58884092056457,0.0223977035899227,"west","win","negative","b.massPM"
-0.0848180761536056,-1.68835200948305,0.977899151522211,"west","win","negative","b.mass.psi"
0.0492137283715853,-0.193072032051049,0.492406326020719,"east","spr","positive","b.chlaP"
0.0318102756183888,-0.146608038032768,0.271019177553659,"east","spr","positive","b.chla1"
-0.176611526111708,-1.20015872033421,0.34935068237907,"east","spr","negative","b.chla.psi"
0.191397376262934,-0.50870765334871,1.54090355736089,"east","spr","positive","b.chla.psiB"
0.458533977246627,0.0406714278239052,0.839345927702276,"east","spr","positive","b.albsaP"
0.0417803385020833,-0.144886666286556,0.333978166191898,"east","spr","positive","b.albsa1"
0.0151238707054895,-0.601944458269058,0.7811039158207,"east","spr","positive","b.albsa.psi"
0.0540995280555287,-0.589484228003281,1.05683632348141,"east","spr","positive","b.albsa.psiB"
-0.790665279427211,-1.49880976696072,0.0427813010595823,"east","spr","negative","b.upP"
0.00539949243589684,-0.166709097049847,0.196307982776011,"east","spr","positive","b.up1"
-0.0264754167391036,-0.699859347081589,0.506714586774369,"east","spr","negative","b.up.psi"
-0.0833592970375029,-1.10588251589593,0.514433004848743,"east","spr","negative","b.up.psiB"
0.0292032777757658,-0.285147604939634,0.404832873154497,"east","spr","positive","b.AOIP"
-0.00740006497494814,-0.317481358439634,0.222991955495557,"east","spr","negative","b.AOI1"
0.151305809166183,-0.410929407083589,0.951158938880218,"east","spr","positive","b.AOI.psi"
0.00297082727173177,-0.832740069851588,0.739154003847536,"east","spr","positive","b.AOI.psiB"
-0.0263282762832182,-0.455430788474751,0.303111654850558,"east","spr","negative","b.vwndP"
-0.00200891456410597,-0.215322633996436,0.19760782373261,"east","spr","negative","b.vwnd1"
-0.0158629830928792,-0.738605217152228,0.555163677454329,"east","spr","negative","b.vwnd.psi"
0.0213868546742501,-0.726876668594927,1.04428659338662,"east","spr","positive","b.vwnd.psiB"
0.187715631670595,-0.143619335008221,0.595637791238207,"east","spr","positive","b.npgoP"
0.0621990422779242,-0.127568324875851,0.328809150466256,"east","spr","positive","b.npgo1"
0.0502666129917226,-0.493034316316204,0.781707792386883,"east","spr","positive","b.npgo.psi"
0.232429432067603,-0.410085503446463,1.38460172671143,"east","spr","positive","b.npgo.psiB"
0.161166777117689,-0.173634894286081,0.651929815388332,"east","sum","positive","b.chlaP"
-0.0016237450411224,-0.334160759285691,0.315484311634161,"east","sum","negative","b.chla1"
0.0123330961198839,-0.48768801818464,0.602168844300549,"east","sum","positive","b.chla.psi"
0.0637773353344886,-0.559645994355873,0.762181568917512,"east","sum","positive","b.chla.psiB"
0.0564180940610325,-0.334123219258676,0.567089848375821,"east","sum","positive","b.albsaP"
-0.000872990187321349,-0.222130720204998,0.217036612290707,"east","sum","negative","b.albsa1"
-0.0207364286733594,-0.660689705413548,0.520322234177906,"east","sum","negative","b.albsa.psi"
-0.0754905391807171,-1.12165316825612,0.688219386632795,"east","sum","negative","b.albsa.psiB"
0.0415955039851136,-0.411952708512814,0.678665932020164,"east","sum","positive","b.upP"
0.0110882907235971,-0.182956504208735,0.22151939303412,"east","sum","positive","b.up1"
0.306820742204122,-0.294453061576692,1.04678751124998,"east","sum","positive","b.up.psi"
0.336479422294242,-0.455825800479322,1.83083804845069,"east","sum","positive","b.up.psiB"
0.373522099529995,-0.222554312215853,1.03747018512758,"east","sum","positive","b.AOIP"
0.0728770154712059,-0.0994737542730608,0.307977701145668,"east","sum","positive","b.AOI1"
-0.0763834748502812,-0.722234377725521,0.34839843272803,"east","sum","negative","b.AOI.psi"
0.00715535835217372,-0.75485598448587,0.969809170146432,"east","sum","positive","b.AOI.psiB"
0.014303380144511,-0.290634730269512,0.411061048190013,"east","sum","positive","b.vwndP"
0.238301586450021,-0.00896773554602511,0.520376316108445,"east","sum","positive","b.vwnd1"
-0.897885892470327,-1.60019312420961,-0.164445259457708,"east","sum","negative","b.vwnd.psi"
0.104511287768463,-0.440799344247236,0.993193877025288,"east","sum","positive","b.vwnd.psiB"
0.165751762399906,-0.171308736454458,0.820818702409041,"east","sum","positive","b.npgoP"
0.0155358647551181,-0.128662246857525,0.185264658850525,"east","sum","positive","b.npgo1"
0.606054536622385,-0.0219867762004596,1.22808456362033,"east","sum","positive","b.npgo.psi"
0.141356229835414,-0.439301770224366,1.03047619985718,"east","sum","positive","b.npgo.psiB"
-0.120861685409998,-0.723100832259471,0.28164936614278,"east","fall","negative","b.chlaP"
0.122599284590815,-0.125776159095679,0.495468660677297,"east","fall","positive","b.chla1"
-0.00836173733416987,-0.610293343320466,0.481189048896186,"east","fall","negative","b.chla.psi"
0.784008774154271,-0.0976416651465078,2.05403432719495,"east","fall","positive","b.chla.psiB"
0.0207818610733004,-0.514561668687382,0.666947218359361,"east","fall","positive","b.albsaP"
-0.0182987856862069,-0.306610647448803,0.238813625455286,"east","fall","negative","b.albsa1"
0.0493751449479402,-0.654280918907798,0.844435615753557,"east","fall","positive","b.albsa.psi"
-0.395977452922053,-1.7324872174788,0.327201042218368,"east","fall","negative","b.albsa.psiB"
-0.451977316897112,-1.12779200058761,0.15445664140092,"east","fall","negative","b.upP"
-0.0425814070721325,-0.301698680033779,0.14568513935422,"east","fall","negative","b.up1"
0.0410084074709284,-0.508202006991273,0.708542669344823,"east","fall","positive","b.up.psi"
-0.180604783625636,-1.42825343082437,0.453005394302597,"east","fall","negative","b.up.psiB"
0.0294413507495457,-0.394182490872098,0.524110362123028,"east","fall","positive","b.AOIP"
-0.091204052868157,-0.446046604893397,0.132067453221528,"east","fall","negative","b.AOI1"
0.0925390551170443,-0.462495773079817,0.954370334292129,"east","fall","positive","b.AOI.psi"
-0.0151761806835495,-0.901156716966427,0.687136877799695,"east","fall","negative","b.AOI.psiB"
0.0381126428900797,-0.393249160725894,0.494922214256983,"east","fall","positive","b.vwndP"
0.00923653904708178,-0.238459217495969,0.299118019345604,"east","fall","positive","b.vwnd1"
0.0371479213059933,-0.706616355387947,0.948613645294454,"east","fall","positive","b.vwnd.psi"
-0.00388884960519212,-0.877627440058301,0.83437387389516,"east","fall","negative","b.vwnd.psiB"
0.305775435698418,-0.087188523461969,0.755462512464647,"east","fall","positive","b.npgoP"
-0.00631530603307759,-0.281952367317866,0.220575356598403,"east","fall","negative","b.npgo1"
0.233606147438165,-0.275834937243294,1.01534619394662,"east","fall","positive","b.npgo.psi"
0.0855504568200526,-0.408319064859201,0.803081679406433,"east","fall","positive","b.npgo.psiB"
0.446941796648253,0.107005714194477,0.729821482832023,"east","win","positive","b.chlaP"
0.014435016867617,-0.177100674094911,0.264559975535449,"east","win","positive","b.chla1"
-0.192652969139113,-1.1356344366693,0.344235096543687,"east","win","negative","b.chla.psi"
-0.162398900734292,-1.21223272115209,0.452816825688788,"east","win","negative","b.chla.psiB"
-0.0056441440407967,-0.266894589523885,0.254289949010215,"east","win","negative","b.albsaP"
0.171448077047388,-0.0609483098544571,0.470617467435619,"east","win","positive","b.albsa1"
-0.166166305891771,-1.13193790196626,0.378275949700146,"east","win","negative","b.albsa.psi"
0.177305232200601,-0.716809104317833,1.26454753771841,"east","win","positive","b.albsa.psiB"
-0.676191149936733,-1.1533946655126,-0.068842759287306,"east","win","negative","b.upP"
-0.038444409678817,-0.269958564754963,0.143631990491122,"east","win","negative","b.up1"
0.0989376330673209,-0.410640014089301,0.950898057627593,"east","win","positive","b.up.psi"
-0.898749522342067,-1.92668331266622,0.245734884634238,"east","win","negative","b.up.psiB"
0.489577111332353,0.0811487504391444,0.808166371209371,"east","win","positive","b.AOIP"
0.0041418042254252,-0.177128349368546,0.178937302607099,"east","win","positive","b.AOI1"
0.081495381947319,-0.501693403431008,0.90391828518756,"east","win","positive","b.AOI.psi"
0.134628037695245,-0.397952037737017,1.08737818869518,"east","win","positive","b.AOI.psiB"
0.43107395796479,0.198629403533451,0.629322542576999,"east","win","positive","b.vwndP"
-0.0257890320482128,-0.242405232945131,0.143929586838738,"east","win","negative","b.vwnd1"
0.0188041323128719,-0.550144502917491,0.756939940098526,"east","win","positive","b.vwnd.psi"
0.00371024302743356,-0.745016856773305,0.804028855952079,"east","win","positive","b.vwnd.psiB"
0.323442934690297,0.0390010267722517,0.565904444300269,"east","win","positive","b.npgoP"
0.062468744664155,-0.102942239128854,0.318271764490444,"east","win","positive","b.npgo1"
0.0267294319097742,-0.617385678491917,0.669248283702255,"east","win","positive","b.npgo.psi"
0.251441310684708,-0.340753524193754,1.18213628906557,"east","win","positive","b.npgo.psiB"
0.0677745243020969,-0.0631575049137828,0.250324377757959,"east","win","positive","b.mass1"
-0.0355995676474566,-0.188687528034087,0.0827196334951223,"east","win","negative","b.mass1M"
0.181479241952432,0.00103458405054329,0.373749037914121,"east","win","positive","b.massP"
0.292327337036202,0.119392311669334,0.482147546422227,"east","win","positive","b.massPM"
-0.00469149708143137,-0.231901421087884,0.213956299792947,"east","win","negative","b.mass.psi"
-0.0765277746340533,-0.493143329746876,0.200067225288333,"east","win","negative","b.mass.psiB"
