"adj_year","PDO_NB","PDO_fall","PDO_spring","PDO_summer","PDO_winter","ALBSA_NB","ALBSA_fall","ALBSA_spring","ALBSA_summer","ALBSA_winter","upwell_NB","upwell_fall","upwell_spring","upwell_summer","upwell_winter","AOI_NB","AOI_fall","AOI_spring","AOI_summer","AOI_winter","MEI_NB","MEI_fall","MEI_spring","MEI_summer","MEI_winter","NPGO_NB","NPGO_fall","NPGO_spring","NPGO_summer","NPGO_winter","NOI_NB","NOI_fall","NOI_spring","NOI_summer","NOI_winter","NPI_NB","NPI_fall","NPI_spring","NPI_summer","NPI_winter","sst_NB","sst_fall","sst_spring","sst_summer","sst_winter","chla_NB","chla_fall","chla_spring","chla_summer","chla_winter","so_NB","so_fall","so_spring","so_summer","so_winter","ssh_NB","ssh_fall","ssh_spring","ssh_summer","ssh_winter","temp_NB","temp_fall","temp_spring","temp_summer","temp_winter","vwnd_NB","vwnd_fall","vwnd_spring","vwnd_summer","vwnd_winter","uwnd_NB","uwnd_fall","uwnd_spring","uwnd_summer","uwnd_winter","mld_NB","mld_fall","mld_spring","mld_summer","mld_winter","ref_year"
1,-0.684444444444444,-0.89,-1.165,-1.35,0.13,-25.7195555555556,-54.9933333333333,-1.9985,95.66125,-49.144,0.289049344151116,0.145289875292354,-0.140846759839989,-0.315016885572719,0.933202348845183,-0.570111111111111,-1.20433333333333,0.679,0.119,-1.09033333333333,-0.409888888888889,-0.795,0.167,-0.23325,-0.415666666666667,2.18027777777778,1.95926666666667,2.0789,1.622425,2.73556666666667,1.427,2.55233333333333,0.801,-0.00274999999999997,1.39133333333333,-0.504135822754994,-0.945651666686055,0.723232965485024,0.783765391126486,-1.11084295909078,2.82388809847075,NA,1.60657673340322,NA,3.63542900851578,0.770153152916968,0.565865747954843,1.43883068109078,0.88643448248775,0.439552563202348,32.5884068538647,32.4939652173913,32.6696915760869,32.4963718070652,32.6777328804348,0.254197322696643,0.281146768198713,0.225594778351917,0.289450979059016,0.229244946061101,5.53070467995169,6.60095172101449,4.15027880434782,9.02269171195652,3.64578378623188,0.00719882402861126,0.00658210583742499,0.00668166939443535,0.00187997817785052,0.010100927441353,-0.00830160031581185,-0.00719349549057119,-0.00765468707297076,-0.00557631866630227,-0.0108149767696092,39.6684585297104,37.8105795248719,34.5550859705029,16.819889707077,51.7992426918793,"00-01"
2,-1.30222222222222,-1.34333333333333,-1.4,-1.895,-0.92,-1.808,-77.9583333333333,115.8015,97.84,-10.189,0.360929078580497,0.0457640891593654,-0.0786431435068707,-0.321237247206031,1.19860444519982,0.47,0.0686666666666666,0.5745,-0.058075,1.194,0.116777777777778,-0.204666666666667,0.909,0.04475,0.041,1.64208888888889,1.64863333333333,1,1.91445,1.97996666666667,0.410666666666667,-1.01566666666667,0.0495,0.28025,2.48466666666667,-0.173501805232587,-0.778197479864827,0.86013807768347,0.773582366252225,-0.401048410447624,4.64411475785669,3.37706673019225,2.07624140869655,6.63706294412515,6.11153043686325,0.794317900162695,0.518213555853354,1.68006253863369,1.12589398894881,0.440854195857874,32.6735771135266,32.5429780797102,32.8046559782609,32.5771402173913,32.777263134058,0.25040050766023,0.260276040250204,0.238353549088931,0.275569350013598,0.232813344211767,5.20789939613527,6.26188641304348,4.19324076086956,9.21247805706521,3.27482699275362,0.00624261987027944,0.00551163847972358,0.00551282051282052,0.0051227495908347,0.00767730496453901,-0.00839540250827487,-0.00678035893231302,-0.00688822082536212,-0.00858362940694178,-0.0108542406850688,45.1897734282337,44.2420316340369,39.8329749392344,17.7878969319107,57.0576927819602,"01-02"
3,0.711111111111111,0.806666666666667,0.19,-0.6925,1.32666666666667,-39.444,-106.283,63.25,76.493,-102.315666666667,0.344341447558332,0.709269330045958,-0.240372545972978,-0.190609652906483,0.518511573291063,-0.346855555555556,-1.50333333333333,0.421,0.157325,0.196333333333333,0.637333333333333,0.749666666666667,0.1605,0.8935,0.729,1.37968888888889,1.70643333333333,1.0105,1.155975,1.48416666666667,-1.89633333333333,-2.59966666666667,-1.695,-1.11775,-1.05333333333333,-0.825215397185499,-1.48874632664682,0.589722194911342,0.616876927909381,-1.52721553172736,5.33044545129787,6.33858811269044,4.36984225790709,6.72208285770051,3.58549813056549,0.841992282972682,0.551254375602894,1.66858942588241,1.03280379236925,0.493176485069188,32.6921804045894,32.691399365942,32.6698351902174,32.6376041440218,32.7394423007247,0.262959175656483,0.269364971444112,0.254292221920044,0.285648762578188,0.250028646541565,5.65256138285024,6.66164846014493,4.39243804347826,9.36684979619566,3.87726422101449,0.00735373098139056,0.00597444989998181,0.00934547190398255,0.00443787506819422,0.00863729769048918,-0.0133246181409614,-0.0124667942060672,-0.0118384804591418,-0.00820258267286144,-0.016827548510522,43.8808582590922,42.5848276496606,38.793675187056,18.1628668478259,55.5374165681294,"02-03"
4,-0.127777777777778,-0.02,0.015,-0.115,-0.22,-12.6066666666667,66.0316666666667,15.1145,58.35875,-108.717,-0.0814077486772315,0.443867233691321,-0.327457608839343,-0.383440863539149,-0.244519453728519,-0.300144444444444,0.079,-0.25165,0.040075,-0.967333333333333,0.466777777777778,0.713,0.4365,0.36075,0.230666666666667,0.434877777777778,0.465666666666667,0.1663,0.9079,0.438366666666667,0.255888888888889,-0.661,0.8035,-0.84825,1.411,-0.478992551460514,-0.336178770507865,0.176743963899504,0.633848636033159,-1.26849127010717,5.83050908118014,7.57810501175737,3.86135133191228,9.53792979096326,3.837094268527,0.798208684718129,0.479903718192553,1.73142112382421,1.09832339523022,0.428312534304369,32.6329449577295,32.5641492753623,32.710236548913,32.4880355978261,32.7189434782608,0.290937207264376,0.301257546913245,0.276798069078053,0.295194791949959,0.281700208503309,5.78526582125604,7.0144134057971,4.38875407608696,9.71313593749999,3.70877989130435,0.00691507546826696,0.00555110020003637,0.00692021276595745,0.00698301963993454,0.00816603018730679,-0.0126091221037928,-0.0117539400564817,-0.0118215359387811,-0.0116322765783001,-0.0140078345631776,47.2122202722787,42.3256609197981,38.4853613382675,17.8457540650074,67.1208133674584,"03-04"
5,-0.101111111111111,-0.913333333333333,0.635,-0.22,0.243333333333333,-16.8573333333333,32.3316666666667,-95.531,71.02625,-45.8163333333333,0.0927623770554991,0.676094068001628,-0.62603496723831,-0.308796523939407,0.0789393512036951,-0.0916888888888889,0.464333333333333,-0.4046,-0.0755,-0.754666666666667,0.697222222222222,0.603333333333333,0.737,0.5595,0.833,-0.902533333333333,-0.461366666666667,-1.23755,0.562475,-1.54666666666667,-0.753111111111111,0.790666666666667,-1.0905,-0.15175,-2.54766666666667,-0.45636360729548,-0.368613590477749,0.0828338456146303,0.62027126953414,-1.30846907146539,6.02580788358433,6.95511764897436,4.37327709230241,9.51270825322119,4.45800548373789,0.84534767439328,0.55426379505975,1.72454737999205,1.03571182871458,0.459464865675002,32.5956304347826,32.5344573369565,32.6651360054348,32.4635116168478,32.6705949275362,0.286637899253619,0.294982050584716,0.267820097905901,0.303093758498777,0.283266702928112,5.82731138285024,6.60284945652174,4.73954415760869,9.80832907608695,4.05330036231884,0.00733900103049039,0.00658810692853246,0.00635788325150028,0.00492839607201309,0.00940825604655392,-0.00907634144119523,-0.00528833014484832,-0.010518994260727,-0.00906374692538944,-0.0127976678509611,41.0209117746654,44.2398997613986,31.5625125429823,16.5227873942291,51.1710128488834,"04-05"
6,-0.655555555555556,-1.33,-0.5,-0.34,0.0666666666666667,2.69033333333333,-99.1593333333333,10.942,64.27375,61.3133333333333,-0.598388915534702,-1.24807113056949,-0.339898332105967,-0.227931822706354,-0.319163793328261,-0.296911111111111,-0.614066666666667,0.147,0.103725,-0.642,-0.191555555555556,-0.203333333333333,0.2855,0.24475,-0.502,-0.943111111111111,-1.26743333333333,-0.3439,-1.412475,-0.808433333333333,1.29811111111111,1.206,-0.773,0.85425,2.09,-0.043008227214236,-0.858907380720102,0.7730166426481,0.693249614466365,-0.0487911796119667,5.69332192371226,6.6591428055374,4.7397844752944,9.80053334178553,3.90295139864963,0.713103627996089,0.531622939778395,1.350210792476,0.846763032452641,0.440348446309298,32.5135862922705,32.4247830615942,32.6030073369566,32.4625589673913,32.5883848731884,0.299906173511014,0.318264527241411,0.276136116399239,0.310716956758227,0.288737920406128,5.66140788043479,6.95863596014493,3.97443736413044,9.95199048913045,3.71198849637681,0.006111171728193,0.00572940534642662,0.00539170758319694,0.00593869339879978,0.00705782869612657,-0.00848677537882239,-0.00722036986426164,-0.00777124897512982,-0.00892450122984422,-0.0111223467249704,41.5018241597515,37.4919121922739,37.5961933938919,16.9682488392549,55.4084600792922,"05-06"
7,-0.791111111111111,-0.656666666666667,-0.545,-0.7,-0.77,-24.9352222222222,-12.0676666666667,-92.04,54.274,-4.51133333333333,-1.06560718932568,-1.42224125630222,-1.03657883503689,-0.190609652906483,-1.0075504807481,0.635,0.590333333333333,0.719,0.3785,0.633333333333333,0.403222222222222,0.603,0.0965,0.80075,0.229333333333333,-0.298522222222222,-0.733533333333333,0.4761,-0.333175,-0.366233333333333,2.494,0.836,1.994,-0.24,5.12366666666667,-0.247925888264247,-0.293938074733143,0.0228671435772994,0.868058208141236,-0.628092150236783,4.71860465680255,6.22812508815772,2.74902509089358,8.99885440825875,2.8591602601755,0.733024899846981,0.4989652013345,1.49982981468652,0.982893762587948,0.414473400081515,32.5538430555555,32.4478190217391,32.6265983695652,32.4594858016304,32.6739579710145,0.298846432780346,0.32189175958662,0.27210824041338,0.318044669567582,0.28341011694316,5.30388964371981,6.76323695652174,3.43163274456522,9.5344390625,3.33270778985507,0.00531657271018973,0.00535815602836879,0.00350777414075287,0.00552714129841789,0.00633051463902528,-0.0086832467887401,-0.00778946888949622,-0.00916985515168079,-0.00816145121617928,-0.0102179101758222,47.7777902021022,39.3110799689442,46.5420172647347,16.6163790760868,66.2189077507279,"06-07"
8,-1.50777777777778,-1.51333333333333,-1.965,-0.35,-1.35333333333333,-17.5003333333333,-43.175,-2.785,63.10925,-41.5803333333333,-0.479510893209187,-0.136699852084448,-0.17816892963986,-0.240372545972978,-1.16513297545867,0.172444444444444,0.228333333333333,-0.8275,-0.201675,0.781,-0.727666666666667,-0.449333333333333,-0.1015,-0.776,-1.26033333333333,1.06253333333333,0.8183,1.56685,1.202675,1.02173333333333,3.85077777777778,4.379,2.494,0.36575,5.051,-0.181296219333874,-0.474215329914562,0.808091506103893,0.597642325369103,-0.708802051092049,4.44357905933979,5.54560162026068,2.72296532284741,8.14124443531029,2.76439147420959,0.767069759511983,0.558567695828243,1.60531826161471,0.757599510384507,0.414416920746372,32.6129905495169,32.5486044384058,32.6491831521739,32.5206330842391,32.6983721014493,0.286821351947542,0.298297162541927,0.268673239053577,0.306169227631221,0.275051491251926,4.92787983091787,6.18534057971014,3.35234307065218,9.22982880434783,2.94021385869565,0.00581511790022428,0.00477386797599564,0.00564975450081833,0.00304603109656301,0.00725159119839971,-0.00649615863472108,-0.00382344902978956,-0.00730131183383438,-0.00826359661109593,-0.00855980686890772,46.5995848121776,42.4807895934544,36.741205982199,16.9120584239128,65.5678311448009,"07-08"
9,-1.76888888888889,-1.56,-1.865,-2.075,-1.83,42.2123333333333,3.85433333333333,103.4885,26.93625,49.657,-0.142229062425169,-0.319163793328261,-0.203050376173107,-0.358559417005902,0.211640399381014,0.500577777777778,0.806733333333333,1.0815,-0.244325,0.083,-0.373666666666667,-0.746666666666667,0.5385,-0.365,-0.500333333333333,1.03801111111111,1.39466666666667,0.485,1.7692,0.653666666666667,2.58288888888889,2.98033333333333,2.1175,-0.4115,3.38833333333333,0.385684548356638,0.240105007561599,0.761702170565581,0.676843629946719,0.304220349362524,4.26362492149541,5.24637597217904,3.01881727126687,7.48910509687206,2.48636427311098,0.900995495895221,0.585199377305764,1.78436678771376,1.17199063577301,0.459998779349414,32.6509128321256,32.6036696557971,32.6998063858696,32.5134841711956,32.7377436594203,0.285892907865712,0.300751609101623,0.268167255915148,0.308370138700027,0.271722418638383,5.27707025966184,6.39068233695652,3.91482377717391,9.10667302989131,3.34084474637681,0.00494362611383888,0.00478705219130751,0.0044930441898527,0.00637922804146208,0.00520021822149482,-0.0056259755245817,-0.00518948710941059,-0.00522642798578847,-0.00647601803771522,-0.00620151225289241,47.9677025816815,43.642633911403,42.3584604314932,16.788702445652,65.273882459023,"08-09"
10,-0.242222222222222,-0.586666666666667,-0.31,-0.51,0.00333333333333334,-88.7454444444444,-68.7383333333333,-64.657,10.06625,-134.026666666667,0.172935926995962,0.775619854134617,-0.0537616969736235,-0.315016885572719,-0.0122926194182114,-1.34466666666667,-1.497,-0.597,-0.472175,-2.43066666666667,0.747888888888889,0.484,0.215,0.925,1.322,1.42881111111111,1.0907,1.5224,0.65805,1.85263333333333,-1.58044444444444,-0.944,0.8735,-0.2555,-4.853,-0.630355044653278,-0.792529144502668,0.709655598986017,0.476011750482059,-1.64790323394088,3.9313821042932,5.05721880951328,2.37709503025232,7.00306111220513,2.44436018896492,0.800568235138557,0.429458771969654,1.782809265674,0.896295728360376,0.461049963790892,32.6166388888889,32.5531536231884,32.6869748641304,32.5083246603261,32.7031044384058,0.298684616081951,0.315861571933642,0.272056839815067,0.31966480826761,0.284505575197172,5.17154133454106,6.37904021739131,3.67516372282609,8.89864436141304,3.5857,0.00620749227132206,0.0059438988907074,0.00496440261865794,0.00493596563011457,0.00801354791780324,-0.0104774832224955,-0.00769363213992893,-0.00956381525006833,-0.00589355015031429,-0.0151678965108864,45.5444067309608,40.222312433704,43.0758111000168,16.9746579329506,60.4054426804502,"09-10"
